,0
0,5.652504683144597
1,3.29886709732461
2,1.223673026945498
3,3.395911461828021
4,10.800410748031311
5,8.797133987330959
6,9.881989228485047
7,8.329630626107338
8,0.38322755668744257
9,9.386472704655457
10,6.97108764469673
11,1.2528013938009543
12,2.897339901992746
13,9.720197316902183
14,6.392698492063676
15,4.755710743971575
