,eyes,feathers,hair,head,legs,mouth,nose,scales,size,underwater,P1,P2,eco,social
0,0.1845238095238096,-0.04035087719298247,-0.008455882352941146,0.16334841628959273,0.10882859603789835,-0.011640211640211562,0.13021442495126706,0.08977591036414564,0.1044612794612795,0.060507246376811596,-0.10096592110130115,-0.11596529500130011,0,0
1,0.004464285714285754,-0.11041666666666666,-0.08229166666666668,0.1414529914529914,-0.10239825581395351,0.025396825396825418,0.128015350877193,0.1261904761904762,0.08948306595365421,-0.02803442028985509,-0.06988989846095804,0.02988036962105064,0,0
2,0.08184523809523814,-0.09382716049382714,-0.0037499999999999756,0.16020299145299144,0.00031007751937989214,-0.054090354090354065,0.04614035087719298,0.06428571428571428,0.08051948051948052,0.06691750278706798,-0.017456223640445686,-0.04429923877326445,0,0
3,0.15297619047619054,-0.0761904761904762,0.0022817460317460236,0.17673076923076914,-0.04529598308668076,0.06587301587301586,0.09704944178628394,0.10551378446115287,0.08372859025032939,0.05293148880105397,-0.15293154603900747,-0.012346028568802498,0,0
4,0.03637566137566145,0.051515151515151514,-0.13958333333333334,-0.10113960113960119,-0.1163565891472868,-0.13369408369408367,-0.004465709728867617,0.08398268398268396,-0.015909090909090873,0.09522946859903383,0.19608035565163223,0.09744378107627248,0,1
5,0.128968253968254,-0.11282051282051281,-0.12836538461538463,0.024786324786324643,-0.06994633273703044,0.012576312576312587,0.019235588972431106,0.12943722943722943,0.03170995670995677,0.025250836120401327,-0.02393297119300703,0.13815204333927117,0,1
6,0.006944444444444475,-0.05833333333333332,-0.02580128205128207,0.032867132867132776,-0.03789505068574839,-0.03229548229548229,0.032330827067669154,0.10146520146520147,0.14242424242424237,0.024396135265700475,0.046590973014425024,-0.023607942730946522,0,1
7,0.2011904761904762,0.051515151515151514,0.11041666666666661,0.15589743589743577,-0.05968992248062016,-0.012481962481962483,0.27583732057416266,0.0976190476190476,0.2340909090909091,-0.008937198067632851,-0.23445164594878615,-0.2586427636155922,0,1
8,-0.029265873015872967,-0.018055555555555547,0.013496376811594213,0.08653846153846156,-0.12397563676633444,0.011507936507936523,0.05159489633173847,0.08998015873015872,0.12511655011655012,0.0388405797101449,0.01194499363512302,-0.028409314330435025,1,0
9,0.16600529100529104,-0.26666666666666666,-0.13011363636363638,0.007564102564102448,-0.2354474982381959,0.25039682539682545,0.012807017543859656,0.16428571428571426,-0.05757575757575756,0.052173913043478265,-0.2030067152002263,0.3950409593075817,1,0
10,0.04389880952380959,-0.0607843137254902,0.06180555555555556,-0.012250712250712337,-0.07080103359173123,0.011507936507936523,0.04502923976608186,0.10448179271708682,0.20418894830659537,0.08746803069053707,-0.012276809481326841,-0.04955325112423659,1,0
11,0.16600529100529104,0.022807017543859665,0.006250000000000033,0.08173076923076916,-0.055523255813953454,0.05317460317460321,0.08947368421052632,0.12354497354497354,0.053535353535353575,-0.04782608695652174,-0.10711240190623678,-0.02060415559972013,1,0
12,0.01973684210526322,-0.0740740740740741,0.001864035087719318,0.10423076923076913,-0.14580103359173127,0.041269841269841234,0.12002923976608193,0.11428571428571427,0.09242424242424244,0.005682684973302821,-0.08112899735025478,0.009660533927766177,1,1
13,-0.22573260073260068,-0.04047619047619047,-0.06517857142857142,0.035897435897435825,-0.018664281454979115,-0.12844932844932844,-0.0827485380116959,0.04761904761904762,0.04346590909090911,0.05009057971014491,0.3118930640356042,0.011409170244400081,1,1
14,0.048160173160173236,0.07948717948717948,-0.13958333333333334,-0.023824786324786407,0.17364341085271318,-0.0882395382395382,-0.020782726045883937,0.05367965367965367,-0.022853535353535348,0.08134057971014491,0.2294310140860967,-0.01040383839585053,1,1
15,-0.11904761904761899,0.0,0.11736111111111108,0.034706959706959584,-0.09558735837805604,-0.04603174603174598,0.03836257309941521,0.09047619047619046,0.1757575757575758,-0.028034420289855075,0.0897012970892778,-0.12759756076491996,1,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11751143280939118,0.009842531388725642,1,0
