world,count,condition
1,0.29496047430830036,1.0
2,0.3329253365973072,1.0
3,0.30914368650217705,1.0
4,0.25402504472271914,1.0
5,0.4532760472610097,2.0
6,0.4501594896331738,2.0
7,0.4448081469358065,2.0
8,0.4468888888888889,2.0
9,0.5290006988120196,3.0
10,0.4182429592265658,3.0
11,0.4503506829088224,3.0
12,0.5020350020350021,3.0
13,0.4769984917043741,4.0
14,0.4462915601023018,4.0
15,0.5943757522704891,4.0
16,0.5450885668276972,4.0
