world,count,condition
1,0.5851996904356243,1.0
2,0.622283170244635,1.0
3,0.6018647059434163,1.0
4,0.5593741219291642,1.0
5,1.0634779537593493,2.0
6,0.9449979472431923,2.0
7,0.8760516110538918,2.0
8,0.9587658734018436,2.0
9,1.1536977587386215,3.0
10,0.806700640348662,3.0
11,0.9350270777792471,3.0
12,1.0238668590234972,3.0
13,1.0031616071497012,4.0
14,0.8753287257207053,4.0
15,1.510897327035393,4.0
16,1.2318955708423003,4.0
