world,count,condition
1,0.8385481852315394,1.0
2,0.8868980963045913,1.0
3,0.7399527186761229,1.0
4,0.7801418439716312,1.0
5,0.8368794326241136,2.0
6,0.8717948717948719,2.0
7,0.8100303951367781,2.0
8,0.8919148936170214,2.0
9,0.846945778997941,3.0
10,0.9042553191489361,3.0
11,0.8808510638297873,3.0
12,0.8313440581214322,3.0
13,0.8820116054158607,4.0
14,0.8817417120237506,4.0
15,0.8802431610942248,4.0
16,0.9250693802035153,4.0
